nombre,apellido,fecha_nacimiento,genero,telefono,email,id_aseguradora,nss_seguro
Paciente,ID_59115,1946-01-01,M,555-987-6543,paciente_59115@mail.com,1,NSS-59115
Paciente,ID_31257,1968-01-01,F,555-987-6543,paciente_31257@mail.com,3,NSS-31257
Paciente,ID_120539,1939-01-01,M,555-987-6543,paciente_120539@mail.com,1,NSS-120539
Paciente,ID_92453,1966-01-01,M,555-987-6543,paciente_92453@mail.com,2,NSS-92453
Paciente,ID_114628,1958-01-01,F,555-987-6543,paciente_114628@mail.com,1,NSS-114628
Paciente,ID_17922,1941-01-01,F,555-987-6543,paciente_17922@mail.com,2,NSS-17922
Paciente,ID_8036,1947-01-01,F,555-987-6543,paciente_8036@mail.com,3,NSS-8036
Paciente,ID_71020,1986-01-01,F,555-987-6543,paciente_71020@mail.com,3,NSS-71020
Paciente,ID_83373,1966-01-01,M,555-987-6543,paciente_83373@mail.com,2,NSS-83373
Paciente,ID_45336,1950-01-01,M,555-987-6543,paciente_45336@mail.com,1,NSS-45336
Paciente,ID_17124,1958-01-01,M,555-987-6543,paciente_17124@mail.com,3,NSS-17124
Paciente,ID_65066,1996-01-01,F,555-987-6543,paciente_65066@mail.com,2,NSS-65066
Paciente,ID_94258,1981-01-01,M,555-987-6543,paciente_94258@mail.com,2,NSS-94258
Paciente,ID_74366,1973-01-01,F,555-987-6543,paciente_74366@mail.com,2,NSS-74366
Paciente,ID_88655,1955-01-01,M,555-987-6543,paciente_88655@mail.com,2,NSS-88655
Paciente,ID_66780,1955-01-01,F,555-987-6543,paciente_66780@mail.com,2,NSS-66780
Paciente,ID_130642,1968-01-01,F,555-987-6543,paciente_130642@mail.com,2,NSS-130642
Paciente,ID_79638,1941-01-01,F,555-987-6543,paciente_79638@mail.com,2,NSS-79638
Paciente,ID_93844,1961-01-01,M,555-987-6543,paciente_93844@mail.com,2,NSS-93844
Paciente,ID_14184,1944-01-01,M,555-987-6543,paciente_14184@mail.com,2,NSS-14184
Paciente,ID_36199,1966-01-01,F,555-987-6543,paciente_36199@mail.com,2,NSS-36199
Paciente,ID_66420,1939-01-01,F,555-987-6543,paciente_66420@mail.com,2,NSS-66420
Paciente,ID_2406,1974-01-01,F,555-987-6543,paciente_2406@mail.com,2,NSS-2406
Paciente,ID_52594,1966-01-01,M,555-987-6543,paciente_52594@mail.com,3,NSS-52594
Paciente,ID_42887,1951-01-01,M,555-987-6543,paciente_42887@mail.com,3,NSS-42887
Paciente,ID_55564,1962-01-01,M,555-987-6543,paciente_55564@mail.com,3,NSS-55564
Paciente,ID_1755,1967-01-01,F,555-987-6543,paciente_1755@mail.com,1,NSS-1755
Paciente,ID_53787,1971-01-01,M,555-987-6543,paciente_53787@mail.com,2,NSS-53787
Paciente,ID_453,1959-01-01,M,555-987-6543,paciente_453@mail.com,2,NSS-453
Paciente,ID_741,1951-01-01,M,555-987-6543,paciente_741@mail.com,1,NSS-741
Paciente,ID_90606,1973-01-01,F,555-987-6543,paciente_90606@mail.com,3,NSS-90606
Paciente,ID_7917,1953-01-01,M,555-987-6543,paciente_7917@mail.com,3,NSS-7917
Paciente,ID_33510,1938-01-01,F,555-987-6543,paciente_33510@mail.com,2,NSS-33510
Paciente,ID_40415,1942-01-01,M,555-987-6543,paciente_40415@mail.com,2,NSS-40415
Paciente,ID_104497,1958-01-01,M,555-987-6543,paciente_104497@mail.com,2,NSS-104497
Paciente,ID_85920,1964-01-01,M,555-987-6543,paciente_85920@mail.com,2,NSS-85920
Paciente,ID_4743,1945-01-01,F,555-987-6543,paciente_4743@mail.com,2,NSS-4743
Paciente,ID_83826,1971-01-01,F,555-987-6543,paciente_83826@mail.com,2,NSS-83826
Paciente,ID_30054,1970-01-01,F,555-987-6543,paciente_30054@mail.com,2,NSS-30054
Paciente,ID_29024,1941-01-01,F,555-987-6543,paciente_29024@mail.com,1,NSS-29024
Paciente,ID_67900,1949-01-01,F,555-987-6543,paciente_67900@mail.com,3,NSS-67900
Paciente,ID_93875,1988-01-01,F,555-987-6543,paciente_93875@mail.com,2,NSS-93875
Paciente,ID_33833,1953-01-01,F,555-987-6543,paciente_33833@mail.com,3,NSS-33833
Paciente,ID_49958,1967-01-01,M,555-987-6543,paciente_49958@mail.com,2,NSS-49958
Paciente,ID_53526,1985-01-01,M,555-987-6543,paciente_53526@mail.com,3,NSS-53526
Paciente,ID_91659,1956-01-01,M,555-987-6543,paciente_91659@mail.com,1,NSS-91659
Paciente,ID_95253,1991-01-01,F,555-987-6543,paciente_95253@mail.com,3,NSS-95253
Paciente,ID_117378,1972-01-01,M,555-987-6543,paciente_117378@mail.com,2,NSS-117378
Paciente,ID_47125,1968-01-01,F,555-987-6543,paciente_47125@mail.com,2,NSS-47125
Paciente,ID_49406,1978-01-01,M,555-987-6543,paciente_49406@mail.com,2,NSS-49406
Paciente,ID_38810,1946-01-01,M,555-987-6543,paciente_38810@mail.com,3,NSS-38810
Paciente,ID_17332,1986-01-01,F,555-987-6543,paciente_17332@mail.com,2,NSS-17332
Paciente,ID_43161,1952-01-01,M,555-987-6543,paciente_43161@mail.com,2,NSS-43161
Paciente,ID_90935,1967-01-01,F,555-987-6543,paciente_90935@mail.com,2,NSS-90935
Paciente,ID_106834,1942-01-01,M,555-987-6543,paciente_106834@mail.com,1,NSS-106834
Paciente,ID_124539,1959-01-01,F,555-987-6543,paciente_124539@mail.com,2,NSS-124539
Paciente,ID_18749,1953-01-01,F,555-987-6543,paciente_18749@mail.com,2,NSS-18749
Paciente,ID_21727,1961-01-01,F,555-987-6543,paciente_21727@mail.com,2,NSS-21727
Paciente,ID_104890,1944-01-01,F,555-987-6543,paciente_104890@mail.com,2,NSS-104890
Paciente,ID_91811,1945-01-01,M,555-987-6543,paciente_91811@mail.com,5,NSS-91811
Paciente,ID_57299,1977-01-01,M,555-987-6543,paciente_57299@mail.com,3,NSS-57299
Paciente,ID_117162,1941-01-01,F,555-987-6543,paciente_117162@mail.com,3,NSS-117162
Paciente,ID_36677,1970-01-01,M,555-987-6543,paciente_36677@mail.com,3,NSS-36677
Paciente,ID_72096,1959-01-01,M,555-987-6543,paciente_72096@mail.com,2,NSS-72096
Paciente,ID_41614,1964-01-01,F,555-987-6543,paciente_41614@mail.com,2,NSS-41614
Paciente,ID_85881,1974-01-01,F,555-987-6543,paciente_85881@mail.com,2,NSS-85881
Paciente,ID_90992,1996-01-01,M,555-987-6543,paciente_90992@mail.com,2,NSS-90992
Paciente,ID_66207,1948-01-01,M,555-987-6543,paciente_66207@mail.com,3,NSS-66207
Paciente,ID_86800,1938-01-01,M,555-987-6543,paciente_86800@mail.com,2,NSS-86800
Paciente,ID_88291,1958-01-01,M,555-987-6543,paciente_88291@mail.com,1,NSS-88291
Paciente,ID_123724,1940-01-01,F,555-987-6543,paciente_123724@mail.com,2,NSS-123724
Paciente,ID_104129,1941-01-01,M,555-987-6543,paciente_104129@mail.com,2,NSS-104129
Paciente,ID_31254,1961-01-01,F,555-987-6543,paciente_31254@mail.com,2,NSS-31254
Paciente,ID_84570,1975-01-01,M,555-987-6543,paciente_84570@mail.com,2,NSS-84570
Paciente,ID_78268,1971-01-01,M,555-987-6543,paciente_78268@mail.com,1,NSS-78268
Paciente,ID_3435,1991-01-01,F,555-987-6543,paciente_3435@mail.com,2,NSS-3435
Paciente,ID_8155,1963-01-01,M,555-987-6543,paciente_8155@mail.com,2,NSS-8155
Paciente,ID_27827,1958-01-01,M,555-987-6543,paciente_27827@mail.com,2,NSS-27827
Paciente,ID_62443,2001-01-01,F,555-987-6543,paciente_62443@mail.com,3,NSS-62443
Paciente,ID_81284,1942-01-01,F,555-987-6543,paciente_81284@mail.com,2,NSS-81284
Paciente,ID_86285,1965-01-01,M,555-987-6543,paciente_86285@mail.com,2,NSS-86285
Paciente,ID_6,1961-01-01,M,555-987-6543,paciente_6@mail.com,3,NSS-6
Paciente,ID_67996,1955-01-01,F,555-987-6543,paciente_67996@mail.com,4,NSS-67996
Paciente,ID_2067,1955-01-01,M,555-987-6543,paciente_2067@mail.com,4,NSS-2067
Paciente,ID_8030,1954-01-01,M,555-987-6543,paciente_8030@mail.com,2,NSS-8030
Paciente,ID_38202,1979-01-01,F,555-987-6543,paciente_38202@mail.com,3,NSS-38202
Paciente,ID_50213,1951-01-01,F,555-987-6543,paciente_50213@mail.com,2,NSS-50213
Paciente,ID_47223,1971-01-01,F,555-987-6543,paciente_47223@mail.com,2,NSS-47223
Paciente,ID_67929,1993-01-01,F,555-987-6543,paciente_67929@mail.com,1,NSS-67929
Paciente,ID_130540,1961-01-01,F,555-987-6543,paciente_130540@mail.com,1,NSS-130540
Paciente,ID_61688,1937-01-01,M,555-987-6543,paciente_61688@mail.com,2,NSS-61688
Paciente,ID_102310,1952-01-01,F,555-987-6543,paciente_102310@mail.com,2,NSS-102310
Paciente,ID_74973,1978-01-01,M,555-987-6543,paciente_74973@mail.com,2,NSS-74973
Paciente,ID_63680,1953-01-01,M,555-987-6543,paciente_63680@mail.com,2,NSS-63680
Paciente,ID_64471,1953-01-01,F,555-987-6543,paciente_64471@mail.com,1,NSS-64471
Paciente,ID_79070,1958-01-01,F,555-987-6543,paciente_79070@mail.com,1,NSS-79070
Paciente,ID_99529,1951-01-01,F,555-987-6543,paciente_99529@mail.com,2,NSS-99529
Paciente,ID_107299,1942-01-01,F,555-987-6543,paciente_107299@mail.com,1,NSS-107299
Paciente,ID_35341,1976-01-01,M,555-987-6543,paciente_35341@mail.com,3,NSS-35341
Paciente,ID_14401,1990-01-01,M,555-987-6543,paciente_14401@mail.com,1,NSS-14401
Paciente,ID_124682,1937-01-01,M,555-987-6543,paciente_124682@mail.com,1,NSS-124682
Paciente,ID_48014,1958-01-01,M,555-987-6543,paciente_48014@mail.com,3,NSS-48014
Paciente,ID_92830,1957-01-01,F,555-987-6543,paciente_92830@mail.com,2,NSS-92830
Paciente,ID_58652,1954-01-01,F,555-987-6543,paciente_58652@mail.com,3,NSS-58652
Paciente,ID_60431,1955-01-01,M,555-987-6543,paciente_60431@mail.com,3,NSS-60431
Paciente,ID_72148,1957-01-01,M,555-987-6543,paciente_72148@mail.com,2,NSS-72148
Paciente,ID_56984,1952-01-01,F,555-987-6543,paciente_56984@mail.com,3,NSS-56984
Paciente,ID_44382,1961-01-01,M,555-987-6543,paciente_44382@mail.com,4,NSS-44382
Paciente,ID_114404,1954-01-01,F,555-987-6543,paciente_114404@mail.com,1,NSS-114404
Paciente,ID_103839,1972-01-01,F,555-987-6543,paciente_103839@mail.com,2,NSS-103839
Paciente,ID_92906,1942-01-01,F,555-987-6543,paciente_92906@mail.com,2,NSS-92906
Paciente,ID_104599,1940-01-01,F,555-987-6543,paciente_104599@mail.com,3,NSS-104599
Paciente,ID_32908,1970-01-01,F,555-987-6543,paciente_32908@mail.com,2,NSS-32908
Paciente,ID_5088,1948-01-01,M,555-987-6543,paciente_5088@mail.com,2,NSS-5088
Paciente,ID_112940,1954-01-01,M,555-987-6543,paciente_112940@mail.com,3,NSS-112940
Paciente,ID_25073,1962-01-01,M,555-987-6543,paciente_25073@mail.com,3,NSS-25073
Paciente,ID_61880,1968-01-01,F,555-987-6543,paciente_61880@mail.com,3,NSS-61880
Paciente,ID_50440,1971-01-01,M,555-987-6543,paciente_50440@mail.com,2,NSS-50440
Paciente,ID_55361,1980-01-01,F,555-987-6543,paciente_55361@mail.com,3,NSS-55361
Paciente,ID_105552,1957-01-01,F,555-987-6543,paciente_105552@mail.com,2,NSS-105552
Paciente,ID_122632,1963-01-01,M,555-987-6543,paciente_122632@mail.com,3,NSS-122632
Paciente,ID_8148,1951-01-01,M,555-987-6543,paciente_8148@mail.com,1,NSS-8148
Paciente,ID_53897,1969-01-01,M,555-987-6543,paciente_53897@mail.com,4,NSS-53897
Paciente,ID_59382,1945-01-01,F,555-987-6543,paciente_59382@mail.com,2,NSS-59382
Paciente,ID_129948,1986-01-01,M,555-987-6543,paciente_129948@mail.com,2,NSS-129948
Paciente,ID_105869,1955-01-01,M,555-987-6543,paciente_105869@mail.com,3,NSS-105869
Paciente,ID_113032,2004-01-01,M,555-987-6543,paciente_113032@mail.com,3,NSS-113032
Paciente,ID_5416,1940-01-01,M,555-987-6543,paciente_5416@mail.com,2,NSS-5416
Paciente,ID_60784,1965-01-01,F,555-987-6543,paciente_60784@mail.com,3,NSS-60784
Paciente,ID_5928,1952-01-01,F,555-987-6543,paciente_5928@mail.com,2,NSS-5928
Paciente,ID_124747,1972-01-01,F,555-987-6543,paciente_124747@mail.com,3,NSS-124747
Paciente,ID_66194,1955-01-01,F,555-987-6543,paciente_66194@mail.com,2,NSS-66194
Paciente,ID_52275,1954-01-01,M,555-987-6543,paciente_52275@mail.com,2,NSS-52275
Paciente,ID_104064,1951-01-01,M,555-987-6543,paciente_104064@mail.com,1,NSS-104064
Paciente,ID_39131,1961-01-01,M,555-987-6543,paciente_39131@mail.com,2,NSS-39131
Paciente,ID_9855,1943-01-01,M,555-987-6543,paciente_9855@mail.com,2,NSS-9855
Paciente,ID_13214,1951-01-01,F,555-987-6543,paciente_13214@mail.com,1,NSS-13214
Paciente,ID_87660,1967-01-01,M,555-987-6543,paciente_87660@mail.com,3,NSS-87660
Paciente,ID_39744,1966-01-01,M,555-987-6543,paciente_39744@mail.com,2,NSS-39744
Paciente,ID_44242,1963-01-01,M,555-987-6543,paciente_44242@mail.com,2,NSS-44242
Paciente,ID_119419,1937-01-01,M,555-987-6543,paciente_119419@mail.com,2,NSS-119419
Paciente,ID_81481,1943-01-01,F,555-987-6543,paciente_81481@mail.com,2,NSS-81481
Paciente,ID_122251,1969-01-01,M,555-987-6543,paciente_122251@mail.com,2,NSS-122251
Paciente,ID_65659,1940-01-01,M,555-987-6543,paciente_65659@mail.com,1,NSS-65659
Paciente,ID_54775,1952-01-01,M,555-987-6543,paciente_54775@mail.com,2,NSS-54775
Paciente,ID_126497,1975-01-01,F,555-987-6543,paciente_126497@mail.com,2,NSS-126497
Paciente,ID_104277,1964-01-01,M,555-987-6543,paciente_104277@mail.com,3,NSS-104277
Paciente,ID_64593,1957-01-01,M,555-987-6543,paciente_64593@mail.com,3,NSS-64593
Paciente,ID_21769,1960-01-01,M,555-987-6543,paciente_21769@mail.com,2,NSS-21769
Paciente,ID_24402,1967-01-01,F,555-987-6543,paciente_24402@mail.com,2,NSS-24402
Paciente,ID_109516,1965-01-01,M,555-987-6543,paciente_109516@mail.com,2,NSS-109516
Paciente,ID_58799,1968-01-01,M,555-987-6543,paciente_58799@mail.com,3,NSS-58799
Paciente,ID_105056,1944-01-01,M,555-987-6543,paciente_105056@mail.com,3,NSS-105056
Paciente,ID_63129,1986-01-01,F,555-987-6543,paciente_63129@mail.com,2,NSS-63129
Paciente,ID_44585,1984-01-01,F,555-987-6543,paciente_44585@mail.com,3,NSS-44585
Paciente,ID_78915,1971-01-01,F,555-987-6543,paciente_78915@mail.com,3,NSS-78915
Paciente,ID_93206,1946-01-01,M,555-987-6543,paciente_93206@mail.com,3,NSS-93206
Paciente,ID_10737,1949-01-01,M,555-987-6543,paciente_10737@mail.com,2,NSS-10737
Paciente,ID_55396,1961-01-01,F,555-987-6543,paciente_55396@mail.com,3,NSS-55396
Paciente,ID_68090,1943-01-01,M,555-987-6543,paciente_68090@mail.com,4,NSS-68090
Paciente,ID_91447,1999-01-01,M,555-987-6543,paciente_91447@mail.com,2,NSS-91447
Paciente,ID_109251,1963-01-01,F,555-987-6543,paciente_109251@mail.com,2,NSS-109251
Paciente,ID_52796,1986-01-01,F,555-987-6543,paciente_52796@mail.com,2,NSS-52796
Paciente,ID_13263,1986-01-01,F,555-987-6543,paciente_13263@mail.com,1,NSS-13263
Paciente,ID_72457,1953-01-01,M,555-987-6543,paciente_72457@mail.com,2,NSS-72457
Paciente,ID_80781,2008-01-01,F,555-987-6543,paciente_80781@mail.com,2,NSS-80781
Paciente,ID_9406,1950-01-01,F,555-987-6543,paciente_9406@mail.com,2,NSS-9406
Paciente,ID_35173,1948-01-01,F,555-987-6543,paciente_35173@mail.com,2,NSS-35173
Paciente,ID_102440,1973-01-01,M,555-987-6543,paciente_102440@mail.com,2,NSS-102440
Paciente,ID_10404,1996-01-01,M,555-987-6543,paciente_10404@mail.com,1,NSS-10404
Paciente,ID_112933,1961-01-01,F,555-987-6543,paciente_112933@mail.com,3,NSS-112933
Paciente,ID_34980,1974-01-01,F,555-987-6543,paciente_34980@mail.com,1,NSS-34980
Paciente,ID_99273,1968-01-01,M,555-987-6543,paciente_99273@mail.com,2,NSS-99273
Paciente,ID_105361,1954-01-01,M,555-987-6543,paciente_105361@mail.com,3,NSS-105361
Paciente,ID_44964,1955-01-01,M,555-987-6543,paciente_44964@mail.com,3,NSS-44964
Paciente,ID_48500,1973-01-01,M,555-987-6543,paciente_48500@mail.com,4,NSS-48500
Paciente,ID_82727,1985-01-01,F,555-987-6543,paciente_82727@mail.com,3,NSS-82727
Paciente,ID_2648,1973-01-01,M,555-987-6543,paciente_2648@mail.com,3,NSS-2648
Paciente,ID_44401,1950-01-01,M,555-987-6543,paciente_44401@mail.com,3,NSS-44401
Paciente,ID_45990,1964-01-01,M,555-987-6543,paciente_45990@mail.com,1,NSS-45990
Paciente,ID_123147,2009-01-01,F,555-987-6543,paciente_123147@mail.com,2,NSS-123147
Paciente,ID_106224,1953-01-01,F,555-987-6543,paciente_106224@mail.com,2,NSS-106224
Paciente,ID_84884,1956-01-01,F,555-987-6543,paciente_84884@mail.com,3,NSS-84884
Paciente,ID_82350,1949-01-01,F,555-987-6543,paciente_82350@mail.com,2,NSS-82350
Paciente,ID_40482,1969-01-01,F,555-987-6543,paciente_40482@mail.com,2,NSS-40482
Paciente,ID_129733,1937-01-01,M,555-987-6543,paciente_129733@mail.com,2,NSS-129733
Paciente,ID_112911,1989-01-01,F,555-987-6543,paciente_112911@mail.com,3,NSS-112911
Paciente,ID_32624,1980-01-01,M,555-987-6543,paciente_32624@mail.com,1,NSS-32624
Paciente,ID_70720,1975-01-01,M,555-987-6543,paciente_70720@mail.com,2,NSS-70720
Paciente,ID_33465,1942-01-01,F,555-987-6543,paciente_33465@mail.com,2,NSS-33465
Paciente,ID_108222,1983-01-01,F,555-987-6543,paciente_108222@mail.com,2,NSS-108222
Paciente,ID_107650,1965-01-01,M,555-987-6543,paciente_107650@mail.com,2,NSS-107650
Paciente,ID_102973,1998-01-01,F,555-987-6543,paciente_102973@mail.com,2,NSS-102973
Paciente,ID_17345,1960-01-01,M,555-987-6543,paciente_17345@mail.com,2,NSS-17345
Paciente,ID_83559,1988-01-01,F,555-987-6543,paciente_83559@mail.com,2,NSS-83559
Paciente,ID_73485,1963-01-01,F,555-987-6543,paciente_73485@mail.com,2,NSS-73485
Paciente,ID_44116,1990-01-01,M,555-987-6543,paciente_44116@mail.com,3,NSS-44116
Paciente,ID_96257,1965-01-01,F,555-987-6543,paciente_96257@mail.com,3,NSS-96257
Paciente,ID_50738,1971-01-01,M,555-987-6543,paciente_50738@mail.com,1,NSS-50738
Paciente,ID_10633,1950-01-01,F,555-987-6543,paciente_10633@mail.com,1,NSS-10633
Paciente,ID_120686,1961-01-01,M,555-987-6543,paciente_120686@mail.com,2,NSS-120686
Paciente,ID_53372,1983-01-01,M,555-987-6543,paciente_53372@mail.com,2,NSS-53372
Paciente,ID_126839,1986-01-01,F,555-987-6543,paciente_126839@mail.com,3,NSS-126839
Paciente,ID_23235,1964-01-01,F,555-987-6543,paciente_23235@mail.com,2,NSS-23235
Paciente,ID_51537,1958-01-01,F,555-987-6543,paciente_51537@mail.com,2,NSS-51537
Paciente,ID_50477,1945-01-01,M,555-987-6543,paciente_50477@mail.com,4,NSS-50477
Paciente,ID_118570,1939-01-01,F,555-987-6543,paciente_118570@mail.com,2,NSS-118570
Paciente,ID_48252,1960-01-01,M,555-987-6543,paciente_48252@mail.com,2,NSS-48252
Paciente,ID_35776,1946-01-01,M,555-987-6543,paciente_35776@mail.com,2,NSS-35776
Paciente,ID_6144,1952-01-01,M,555-987-6543,paciente_6144@mail.com,2,NSS-6144
Paciente,ID_55279,1978-01-01,F,555-987-6543,paciente_55279@mail.com,2,NSS-55279
Paciente,ID_94172,1969-01-01,F,555-987-6543,paciente_94172@mail.com,2,NSS-94172
Paciente,ID_37248,2006-01-01,M,555-987-6543,paciente_37248@mail.com,2,NSS-37248
Paciente,ID_28278,1991-01-01,M,555-987-6543,paciente_28278@mail.com,1,NSS-28278
Paciente,ID_23640,1994-01-01,F,555-987-6543,paciente_23640@mail.com,2,NSS-23640
Paciente,ID_51818,1947-01-01,F,555-987-6543,paciente_51818@mail.com,2,NSS-51818
Paciente,ID_106627,1944-01-01,M,555-987-6543,paciente_106627@mail.com,1,NSS-106627
Paciente,ID_19862,1949-01-01,M,555-987-6543,paciente_19862@mail.com,3,NSS-19862
Paciente,ID_117710,1991-01-01,F,555-987-6543,paciente_117710@mail.com,2,NSS-117710
Paciente,ID_16398,1966-01-01,F,555-987-6543,paciente_16398@mail.com,2,NSS-16398
Paciente,ID_113927,1954-01-01,F,555-987-6543,paciente_113927@mail.com,1,NSS-113927
Paciente,ID_92235,1939-01-01,F,555-987-6543,paciente_92235@mail.com,2,NSS-92235
Paciente,ID_83927,1963-01-01,F,555-987-6543,paciente_83927@mail.com,1,NSS-83927
Paciente,ID_53729,1970-01-01,M,555-987-6543,paciente_53729@mail.com,2,NSS-53729
Paciente,ID_21952,1944-01-01,F,555-987-6543,paciente_21952@mail.com,2,NSS-21952
Paciente,ID_84611,1960-01-01,F,555-987-6543,paciente_84611@mail.com,2,NSS-84611
Paciente,ID_66442,1963-01-01,F,555-987-6543,paciente_66442@mail.com,2,NSS-66442
Paciente,ID_12534,1986-01-01,F,555-987-6543,paciente_12534@mail.com,2,NSS-12534
Paciente,ID_61342,1985-01-01,M,555-987-6543,paciente_61342@mail.com,2,NSS-61342
Paciente,ID_64655,1964-01-01,F,555-987-6543,paciente_64655@mail.com,3,NSS-64655
Paciente,ID_55390,1968-01-01,M,555-987-6543,paciente_55390@mail.com,3,NSS-55390
Paciente,ID_126233,1984-01-01,M,555-987-6543,paciente_126233@mail.com,1,NSS-126233
Paciente,ID_87454,1978-01-01,M,555-987-6543,paciente_87454@mail.com,2,NSS-87454
Paciente,ID_18822,1975-01-01,M,555-987-6543,paciente_18822@mail.com,3,NSS-18822
Paciente,ID_6742,1969-01-01,M,555-987-6543,paciente_6742@mail.com,3,NSS-6742
Paciente,ID_79759,1941-01-01,F,555-987-6543,paciente_79759@mail.com,2,NSS-79759
Paciente,ID_28244,1956-01-01,M,555-987-6543,paciente_28244@mail.com,1,NSS-28244
Paciente,ID_68104,1979-01-01,F,555-987-6543,paciente_68104@mail.com,2,NSS-68104
Paciente,ID_95328,1952-01-01,F,555-987-6543,paciente_95328@mail.com,3,NSS-95328
Paciente,ID_47895,1969-01-01,M,555-987-6543,paciente_47895@mail.com,2,NSS-47895
Paciente,ID_116816,1950-01-01,M,555-987-6543,paciente_116816@mail.com,3,NSS-116816
Paciente,ID_78046,1954-01-01,M,555-987-6543,paciente_78046@mail.com,1,NSS-78046
Paciente,ID_52623,1975-01-01,M,555-987-6543,paciente_52623@mail.com,2,NSS-52623
Paciente,ID_21419,1962-01-01,F,555-987-6543,paciente_21419@mail.com,2,NSS-21419
Paciente,ID_38031,1965-01-01,F,555-987-6543,paciente_38031@mail.com,3,NSS-38031
Paciente,ID_8831,1941-01-01,M,555-987-6543,paciente_8831@mail.com,2,NSS-8831
Paciente,ID_48351,1956-01-01,M,555-987-6543,paciente_48351@mail.com,2,NSS-48351
Paciente,ID_26959,1941-01-01,M,555-987-6543,paciente_26959@mail.com,1,NSS-26959
Paciente,ID_11111,1959-01-01,M,555-987-6543,paciente_11111@mail.com,3,NSS-11111
Paciente,ID_105802,1973-01-01,M,555-987-6543,paciente_105802@mail.com,2,NSS-105802
Paciente,ID_95000,1992-01-01,F,555-987-6543,paciente_95000@mail.com,2,NSS-95000
Paciente,ID_79081,1986-01-01,F,555-987-6543,paciente_79081@mail.com,2,NSS-79081
Paciente,ID_58727,2001-01-01,M,555-987-6543,paciente_58727@mail.com,3,NSS-58727
Paciente,ID_61057,1964-01-01,M,555-987-6543,paciente_61057@mail.com,2,NSS-61057
Paciente,ID_92423,1951-01-01,M,555-987-6543,paciente_92423@mail.com,3,NSS-92423
Paciente,ID_433,1949-01-01,M,555-987-6543,paciente_433@mail.com,2,NSS-433
Paciente,ID_59596,1946-01-01,F,555-987-6543,paciente_59596@mail.com,2,NSS-59596
Paciente,ID_6994,1941-01-01,F,555-987-6543,paciente_6994@mail.com,2,NSS-6994
Paciente,ID_116639,1954-01-01,F,555-987-6543,paciente_116639@mail.com,1,NSS-116639
Paciente,ID_38082,1994-01-01,F,555-987-6543,paciente_38082@mail.com,2,NSS-38082
Paciente,ID_29988,1962-01-01,F,555-987-6543,paciente_29988@mail.com,2,NSS-29988
Paciente,ID_107176,1959-01-01,M,555-987-6543,paciente_107176@mail.com,3,NSS-107176
Paciente,ID_95911,1950-01-01,M,555-987-6543,paciente_95911@mail.com,3,NSS-95911
Paciente,ID_117500,1948-01-01,F,555-987-6543,paciente_117500@mail.com,1,NSS-117500
Paciente,ID_65887,1969-01-01,M,555-987-6543,paciente_65887@mail.com,3,NSS-65887
Paciente,ID_121289,1974-01-01,F,555-987-6543,paciente_121289@mail.com,2,NSS-121289
Paciente,ID_63956,1966-01-01,M,555-987-6543,paciente_63956@mail.com,2,NSS-63956
Paciente,ID_76587,1946-01-01,F,555-987-6543,paciente_76587@mail.com,2,NSS-76587
Paciente,ID_89162,1960-01-01,M,555-987-6543,paciente_89162@mail.com,1,NSS-89162
